Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Attack
192.168.100.148-192.168.100.6-52577-80-17,192.168.44.149,52577,192.168.220.29,80,17,04/06/2023 06:24:58 PM,41806913,8,1,0,0,0,0,0,0,0,0,0,0,0,0.215275402,5225864.125,3626013.359,14039762,3561293,38235970,5462281.429,3849367.789,14039762,3561293,0,0,0,0,0,0,0,0,0,64,8,0.191355913,0.023919489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,-1,-1,0,0,14299621,0,14299621,14299621,9813091,5977415.452,14039762,5586420,1,DDoS
192.168.100.149-192.168.100.5-24875-80-17,192.168.44.149,24875,192.168.101.223,80,17,04/06/2023 06:15:04 PM,42762254,7,1,0,0,0,0,0,0,0,0,0,0,0,0.187080877,6108893.429,1873597.321,9413492,3701265,37024802,6170800.333,2044565.382,9413492,3701265,0,0,0,0,0,0,0,0,0,56,8,0.163695768,0.02338511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,-1,-1,0,0,4961276,0,4961276,4961276,6819942.6,1689714.954,9413492,5336659,1,DoS
192.168.100.148-192.168.100.6-55234-80-6,192.168.44.149,55234,192.168.67.238,80,6,04/06/2023 01:08:12 PM,36318144,2,1,200,100,100,100,100,0,100,100,100,0,8.260334008,0.08260334,18159072,396867.9236,18439700,17878444,18439700,18439700,0,18439700,18439700,0,0,0,0,0,0,0,0,0,40,20,0.055068893,0.027534447,100,100,100,0,0,0,1,0,0,0,0,0,0,0,133.3333333,100,100,0,0,0,0,0,0,2,200,1,100,-1,512,2,0,0,0,0,0,18159072,396867.9236,18439700,17878444,1,DoS
192.168.100.149-192.168.100.5-14016-80-17,192.168.177.244,14016,192.168.250.122,80,17,04/06/2023 02:11:07 PM,38590824,5,1,0,0,0,0,0,0,0,0,0,0,0,0.155477375,7718164.8,1712363.126,9996123,5924755,32504991,8126247.75,1673132.393,9996123,5924755,0,0,0,0,0,0,0,0,0,40,8,0.129564479,0.025912896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,0,0,0,0,7718164.8,1712363.126,9996123,5924755,1,DDoS
192.168.100.148-192.168.100.5-13482-80-17,192.168.44.149,13482,192.168.192.12,80,17,04/06/2023 02:30:36 PM,22489390,5,1,0,0,0,0,0,0,0,0,0,0,0,0.266792474,4497878,2279906.161,8547272,3259752,13942118,3485529.5,313527.6211,3947878,3259752,0,0,0,0,0,0,0,0,0,40,8,0.222327062,0.044465412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,0,0,0,0,8547272,0,8547272,8547272,1,DDoS
192.168.100.150-192.168.100.7-45502-80-6,192.168.44.149,45502,192.168.210.3,80,6,04/06/2023 05:39:16 PM,20562541,4,1,400,100,100,100,100,0,100,100,100,0,24.31606094,0.243160609,5140635.25,2587134.002,9021119,3825791,16736750,5578916.667,2981165.865,9021119,3829847,0,0,0,0,0,0,0,0,0,80,20,0.194528488,0.048632122,100,100,100,0,0,0,1,0,0,0,0,0,0,0,120,100,100,0,0,0,0,0,0,4,400,1,100,-1,512,4,0,11541422,0,11541422,11541422,9021119,0,9021119,9021119,1,DoS
192.168.100.147-192.168.100.6-1891-80-17,192.168.177.244,1891,192.168.145.74,80,17,04/06/2023 06:26:23 PM,95810057,6,1,0,0,0,0,0,0,0,0,0,0,0,0.073061224,15968342.83,234580.3047,16344310,15674787,80135270,16027054,207201.3297,16344310,15837664,0,0,0,0,0,0,0,0,0,48,8,0.062623906,0.010437318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,-1,-1,0,0,0,0,0,0,15968342.83,234580.3047,16344310,15674787,1,DoS
192.168.100.148-192.168.100.6-22614-80-17,192.168.44.149,22614,192.168.146.99,80,17,04/06/2023 02:08:34 PM,20843912,6,1,0,0,0,0,0,0,0,0,0,0,0,0.335829474,3473985.333,152550.5996,3758738,3345603,17085174,3417034.8,69024.50612,3515557,3345603,0,0,0,0,0,0,0,0,0,48,8,0.287853835,0.047975639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,DoS
192.168.100.150-192.168.100.3-54090-80-6,192.168.177.244,54090,192.168.108.251,80,6,04/06/2023 05:12:48 PM,7815798,4,3,200,100,100,0,50,57.73502692,100,0,33.33333333,57.73502692,38.38379651,0.895621919,1302633,1887922.026,3862705,20681,7665280,2555093.333,2050922.406,3862705,191347,7771673,3885836.5,5311785.433,7641836,129837,0,0,0,0,80,68,0.511783953,0.383837965,0,100,50,53.45224838,2857.142857,0,1,0,0,0,0,0,0,0,57.14285714,50,33.33333333,0,0,0,0,0,0,4,200,3,100,-1,29200,2,0,0,0,0,0,0,0,0,0,1,Reconnaissance
192.168.100.147-192.168.100.7-27812-80-6,192.168.177.244,27812,192.168.124.217,80,6,04/06/2023 05:39:43 PM,15929921,4,1,400,100,100,100,100,0,100,100,100,0,31.38747518,0.313874752,3982480.25,1880237.17,6801102,2965738,9128819,3042939.667,80738.32042,3126802,2965738,0,0,0,0,0,0,0,0,0,80,20,0.251099801,0.06277495,100,100,100,0,0,0,1,0,0,0,0,0,0,0,120,100,100,0,0,0,0,0,0,4,400,1,100,-1,512,4,0,0,0,0,0,6801102,0,6801102,6801102,1,DoS
192.168.100.150-192.168.100.5-5445-80-6,192.168.44.149,5445,192.168.242.3,80,6,04/06/2023 05:19:27 PM,29760563,4,1,400,100,100,100,100,0,100,100,100,0,16.80075743,0.168007574,7440140.75,1873442.223,8439633,4630783,25129780,8376593.333,54936.29886,8439633,8338950,0,0,0,0,0,0,0,0,0,80,20,0.134406059,0.033601515,100,100,100,0,0,0,1,0,0,0,0,0,0,0,120,100,100,0,0,0,0,0,0,4,400,1,100,-1,512,4,0,4630783,0,4630783,4630783,8376593.333,54936.29886,8439633,8338950,1,DDoS
192.168.100.148-192.168.100.6-32251-80-6,192.168.44.149,32251,192.168.142.99,80,6,04/06/2023 01:02:40 PM,30533589,4,3,400,100,100,100,100,0,100,0,33.33333333,57.73502692,16.37540873,0.229255722,5088931.5,4417973.559,11938004,158465,24730977,8243659,3339275.756,12096469,6184386,18595585,9297792.5,12753947.13,18316195,279390,0,0,0,0,80,60,0.13100327,0.098252452,0,100,75,46.29100499,2142.857143,0,1,0,0,0,0,0,0,0,85.71428571,100,33.33333333,0,0,0,0,0,0,4,400,3,100,-1,0,4,0,218927.5,85506.88751,279390,158465,7523933.5,2968407.178,11938004,5523222,1,DDoS
192.168.100.148-192.168.100.3-23837-80-17,192.168.44.149,23837,192.168.173.254,80,17,04/06/2023 02:40:58 PM,30216473,12,1,0,0,0,0,0,0,0,0,0,0,0,0.430228902,2518039.417,1449026.363,4398040,887232,29305987,2664180.636,1423983.623,4398040,887232,0,0,0,0,0,0,0,0,0,96,8,0.397134371,0.033094531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,DoS
192.168.100.148-192.168.100.3-53404-80-6,192.168.177.244,53404,192.168.21.208,80,6,22/05/2023 03:38:44 PM,229199,2,5,617,460,617,0,308.5,436.284884,460,0,92,205.7182539,4698.973381,30.54114547,38199.83333,71590.7011,178726,84,49375,49375,0,49375,49375,229199,57299.75,84192.76011,178726,158,0,0,0,0,64,176,8.726041562,21.81510391,0,617,134.625,252.7838927,63899.69643,0,1,0,0,0,0,0,0,2,153.8571429,308.5,92,0,0,0,0,0,0,2,617,5,460,-1,236,1,0,0,0,0,0,0,0,0,0,1,Reconnaissance
192.168.100.147-192.168.100.5-44-80-6,192.168.44.149,44,192.168.134.43,80,6,04/06/2023 01:41:21 PM,23855038,4,1,400,100,100,100,100,0,100,100,100,0,20.95993308,0.209599331,5963759.5,1093056.579,7593979,5267910,16261059,5420353,142882.0558,5551220,5267910,0,0,0,0,0,0,0,0,0,80,20,0.167679465,0.041919866,100,100,100,0,0,0,1,0,0,0,0,0,0,0,120,100,100,0,0,0,0,0,0,4,400,1,100,-1,512,4,0,0,0,0,0,5963759.5,1093056.579,7593979,5267910,1,DDoS
192.168.100.149-192.168.100.6-19829-80-6,192.168.44.149,19829,192.168.237.21,80,6,04/06/2023 05:32:33 PM,51729890,3,1,300,100,100,100,100,0,100,100,100,0,7.732473431,0.077324734,17243296.67,218237.6612,17494386,17099224,34630666,17315333,253219.181,17494386,17136280,0,0,0,0,0,0,0,0,0,60,20,0.057993551,0.019331184,100,100,100,0,0,0,1,0,0,0,0,0,0,0,125,100,100,0,0,0,0,0,0,3,300,1,100,-1,512,3,0,0,0,0,0,17243296.67,218237.6612,17494386,17099224,1,DoS
192.168.100.148-192.168.100.7-53767-80-17,192.168.177.244,53767,192.168.188.222,80,17,04/06/2023 02:14:40 PM,19029397,4,1,0,0,0,0,0,0,0,0,0,0,0,0.262751363,4757349.25,668178.6367,5758760,4396492,14567909,4855969.667,781881.1395,5758760,4396492,0,0,0,0,0,0,0,0,0,32,8,0.21020109,0.052550273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,8857980,0,8857980,8857980,5758760,0,5758760,5758760,1,DoS
192.168.100.150-192.168.100.6-60670-80-6,192.168.44.149,60670,192.168.44.229,80,6,04/06/2023 05:30:25 PM,51911848,3,1,300,100,100,100,100,0,100,100,100,0,7.705370073,0.077053701,17303949.33,174723.6738,17418445,17102839,34493403,17246701.5,203452.2986,17390564,17102839,0,0,0,0,0,0,0,0,0,60,20,0.057790276,0.019263425,100,100,100,0,0,0,1,0,0,0,0,0,0,0,125,100,100,0,0,0,0,0,0,3,300,1,100,-1,512,3,0,0,0,0,0,17303949.33,174723.6738,17418445,17102839,1,DoS
192.168.100.150-192.168.100.3-34744-80-6,192.168.44.149,34744,192.168.18.112,80,6,04/06/2023 01:03:29 PM,24592304,3,3,100,100,100,0,33.33333333,57.73502692,100,0,33.33333333,57.73502692,8.132625556,0.243978767,4918460.8,10841217.88,24311692,26548,24470077,12235038.5,17078967.17,24311692,158385,24471080,12235540,17266122.07,24444532,26548,0,0,0,0,60,68,0.121989383,0.121989383,0,100,42.85714286,53.45224838,2857.142857,0,1,0,0,0,0,0,0,1,50,33.33333333,33.33333333,0,0,0,0,0,0,3,100,3,100,-1,29200,1,0,122227,0,122227,122227,24311692,0,24311692,24311692,1,Reconnaissance
192.168.100.149-192.168.100.5-53330-80-6,192.168.44.149,53330,192.168.40.9,80,6,04/06/2023 05:23:40 PM,15506944,3,1,300,100,100,100,100,0,100,100,100,0,25.7948955,0.257948955,5168981.333,818566.8249,6030630,4401671,10432301,5216150.5,1151847.955,6030630,4401671,0,0,0,0,0,0,0,0,0,60,20,0.193461716,0.064487239,100,100,100,0,0,0,1,0,0,0,0,0,0,0,125,100,100,0,0,0,0,0,0,3,300,1,100,-1,512,3,0,0,0,0,0,5552636.5,675984.8904,6030630,5074643,1,DoS
192.168.100.149-192.168.100.3-7340-80-6,192.168.44.149,7340,192.168.39.225,80,6,04/06/2023 05:02:02 PM,21087523,3,1,300,100,100,100,100,0,100,100,100,0,18.9685626,0.189685626,7029174.333,3096989.236,10538255,4677887,10549268,5274634,843927.7007,5871381,4677887,0,0,0,0,0,0,0,0,0,60,20,0.142264219,0.047421406,100,100,100,0,0,0,1,0,0,0,0,0,0,0,125,100,100,0,0,0,0,0,0,3,300,1,100,-1,512,3,0,0,0,0,0,8204818,3299978.252,10538255,5871381,1,DoS
192.168.100.147-192.168.100.3-60326-80-6,192.168.44.149,60326,192.168.182.164,80,6,04/06/2023 05:05:26 PM,24423463,4,1,400,100,100,100,100,0,100,100,100,0,20.47211732,0.204721173,6105865.75,632143.1986,6991681,5507610,18547665,6182555,751079.2827,6991681,5507610,0,0,0,0,0,0,0,0,0,80,20,0.163776939,0.040944235,100,100,100,0,0,0,1,0,0,0,0,0,0,0,120,100,100,0,0,0,0,0,0,4,400,1,100,-1,512,4,0,0,0,0,0,6105865.75,632143.1986,6991681,5507610,1,Reconnaissance
192.168.100.149-192.168.100.3-57044-45401-6,192.168.44.149,57044,192.168.209.192,45401,6,21/05/2023 03:34:08 PM,21107,0,2,0,0,0,0,0,0,0,0,0,0,0,94.75529445,21107,0,21107,21107,0,0,0,0,0,21107,21107,0,21107,21107,0,0,0,0,0,44,0,94.75529445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,Reconnaissance
192.168.100.147-192.168.100.7-50214-80-17,192.168.44.149,50214,192.168.224.88,80,17,04/06/2023 02:11:50 PM,23774285,5,1,0,0,0,0,0,0,0,0,0,0,0,0.25237352,4754857,1339236.692,5823741,2418444,18694872,4673718,1532160.666,5823741,2418444,0,0,0,0,0,0,0,0,0,40,8,0.210311267,0.042062253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,0,0,0,0,5338960.25,341900.3431,5823741,5079413,1,DoS
192.168.100.149-192.168.100.5-6045-80-17,192.168.44.149,6045,192.168.91.175,80,17,04/06/2023 06:23:14 PM,45182034,9,1,0,0,0,0,0,0,0,0,0,0,0,0.221326911,5020226,1572281.056,7872158,2544686,40777462,5097182.75,1662619.842,7872158,2544686,0,0,0,0,0,0,0,0,0,72,8,0.19919422,0.022132691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,-1,-1,0,0,8294265,8142326.74,17611433,2544686,6766413,1186236.619,7872158,5513431,1,DoS
192.168.100.149-192.168.100.3-53919-80-17,192.168.44.149,53919,192.168.118.63,80,17,04/06/2023 06:12:55 PM,4652499,3,1,0,0,0,0,0,0,0,0,0,0,0,0.859753006,1550833,6463.576951,1555711,1543502,3099213,1549606.5,8633.066692,1555711,1543502,0,0,0,0,0,0,0,0,0,24,8,0.644814754,0.214938251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,DoS
192.168.100.147-192.168.100.7-2909-1000-6,192.168.44.149,2909,192.168.32.11,1000,6,15/05/2023 01:47:34 PM,3018098,5,2,0,0,0,0,0,0,0,0,0,0,0,2.319341519,503016.3333,545988.275,1002503,2024,3009964,752491,497880.9506,1002503,5671,3018098,3018098,0,3018098,3018098,0,0,0,0,100,40,1.656672514,0.662669005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.100.147-192.168.100.6-46162-80-17,192.168.44.149,46162,192.168.143.74,80,17,04/06/2023 02:17:06 PM,35456354,6,1,0,0,0,0,0,0,0,0,0,0,0,0.197425827,5909392.333,2643094.179,11165906,4128546,31042163,6208432.6,2839321.299,11165906,4128546,0,0,0,0,0,0,0,0,0,48,8,0.169222137,0.02820369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,-1,-1,0,0,8542737,0,8542737,8542737,7420637.333,3247255.127,11165906,5391837,1,DDoS
192.168.100.150-192.168.100.3-52626-80-6,192.168.44.149,52626,192.168.171.106,80,6,04/06/2023 05:07:51 PM,24075888,5,2,400,100,100,0,80,44.72135955,100,0,50,70.71067812,20.76766597,0.290747324,4012648,3339585.307,8503908,39751,15571980,3892995,2546114.168,5880182,215466,24036137,24036137,0,24036137,24036137,0,0,0,0,100,44,0.20767666,0.083070664,0,100,75,46.29100499,2142.857143,0,1,0,0,0,0,0,0,0,85.71428571,80,50,0,0,0,0,0,0,5,400,2,100,-1,29200,4,0,0,0,0,0,6548303,1721684.007,8503908,5260819,1,Reconnaissance
192.168.100.147-192.168.100.3-47246-80-17,192.168.177.244,47246,192.168.198.255,80,17,04/06/2023 02:26:48 PM,25085982,19,1,0,0,0,0,0,0,0,0,0,0,0,0.797258006,1320314.842,988995.3043,3814769,871447,24180925,1343384.722,1012393.547,3814769,871447,0,0,0,0,0,0,0,0,0,152,8,0.757395106,0.0398629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,DoS
192.168.100.149-192.168.100.3-5781-80-6,192.168.177.244,5781,192.168.9.144,80,6,04/06/2023 05:05:57 PM,23544898,4,1,400,100,100,100,100,0,100,100,100,0,21.23602319,0.212360232,5886224.5,1113816.909,6853609,4609174,16691289,5563763,1112202.161,6785076,4609174,0,0,0,0,0,0,0,0,0,80,20,0.169888186,0.042472046,100,100,100,0,0,0,1,0,0,0,0,0,0,0,120,100,100,0,0,0,0,0,0,4,400,1,100,-1,512,4,0,0,0,0,0,6311908,879570.0702,6853609,5297039,1,DoS
192.168.100.147-192.168.100.7-57970-9618-6,192.168.177.244,57970,192.168.42.171,9618,6,21/05/2023 02:38:38 PM,426,0,2,0,0,0,0,0,0,0,0,0,0,0,4694.835681,426,0,426,426,0,0,0,0,0,426,426,0,426,426,0,0,0,0,0,44,0,4694.835681,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,Reconnaissance
192.168.100.147-192.168.100.5-9106-80-6,192.168.44.149,9106,192.168.227.180,80,6,04/06/2023 01:42:12 PM,28056793,2,1,200,100,100,100,100,0,100,100,100,0,10.69259769,0.106925977,14028396.5,10115550.71,21181171,6875622,6875622,6875622,0,6875622,6875622,0,0,0,0,0,0,0,0,0,40,20,0.071283985,0.035641992,100,100,100,0,0,0,1,0,0,0,0,0,0,0,133.3333333,100,100,0,0,0,0,0,0,2,200,1,100,-1,512,2,0,0,0,0,0,14028396.5,10115550.71,21181171,6875622,1,DoS
192.168.100.149-192.168.100.3-43446-80-6,192.168.177.244,43446,192.168.95.253,80,6,04/06/2023 05:02:59 PM,44546133,5,3,300,100,100,0,60,54.77225575,100,0,33.33333333,57.73502692,8.979455074,0.179589101,6363733.286,8118658.345,17175915,90869,34939877,8734969.25,9688090.529,17175915,301456,44455264,22227632,6829463.567,27056792,17398472,0,0,0,0,100,68,0.112243188,0.067345913,0,100,55.55555556,52.70462767,2777.777778,0,1,0,0,0,0,0,0,0,62.5,60,33.33333333,0,0,0,0,0,0,5,300,3,100,-1,29200,3,0,388485,0,388485,388485,14618730.67,4341229.355,17175915,9606256,1,Reconnaissance
