Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Attack
192.168.100.150-192.168.100.3-31361-80-17,192.168.100.147,31361,192.168.100.9,80,17,04/06/2018 02:05:47 PM,33064996,17,1,0,0,0,0,0,0,0,0,0,0,0,0.544382343,1944999.765,1694412.952,7471647,1149256,31858605,1991162.813,1738906.259,7471647,1149256,0,0,0,0,0,0,0,0,0,136,8,0.51413888,0.030243464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,-1,-1,0,0,21707478,0,21707478,21707478,7471647,0,7471647,7471647,1,DDoS
192.168.100.147-192.168.100.7-9101-80-17,192.168.100.147,9101,192.168.100.16,80,17,04/06/2018 02:03:00 PM,32200292,7,1,0,0,0,0,0,0,0,0,0,0,0,0.248444952,4600041.714,2692175.761,10663731,2939375,29260917,4876819.5,2837936.306,10663731,3628914,0,0,0,0,0,0,0,0,0,56,8,0.217389333,0.031055619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,-1,-1,0,0,2939375,0,2939375,2939375,10663731,0,10663731,10663731,1,DDoS
192.168.100.148-192.168.100.5-19189-80-17,192.168.100.9,19189,192.168.100.147,80,17,04/06/2018 06:18:03 PM,39926115,8,1,0,0,0,0,0,0,0,0,0,0,0,0.225416372,4990764.375,2452894.64,10343450,3086204,36839911,5262844.429,2515661.003,10343450,3101064,0,0,0,0,0,0,0,0,0,64,8,0.200370109,0.025046264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,-1,-1,0,0,12963992,0,12963992,12963992,6740530.75,2407014.009,10343450,5331303,1,DDoS
192.168.100.150-192.168.100.5-5985-80-6,192.168.100.16,5985,192.168.100.147,80,6,04/06/2018 05:22:30 PM,24503080,4,1,400,100,100,100,100,0,100,100,100,0,20.40559799,0.20405598,6125770,1753273.101,7680921,4472129,20030951,6676983.667,1669709.799,7680921,4749528,0,0,0,0,0,0,0,0,0,80,20,0.163244784,0.040811196,100,100,100,0,0,0,1,0,0,0,0,0,0,0,120,100,100,0,0,0,0,0,0,4,400,1,100,-1,512,4,0,9221657,0,9221657,9221657,7640711.5,56864.82024,7680921,7600502,1,DDoS
192.168.100.148-192.168.100.7-37785-80-6,192.168.100.7,37785,192.168.100.25,80,6,04/06/2018 05:37:47 PM,12813910,6,1,600,100,100,100,100,0,100,100,100,0,54.62813458,0.546281346,2135651.667,343246.5438,2296121,1435367,10537634,2107526.8,375952.3592,2296121,1435367,0,0,0,0,0,0,0,0,0,120,20,0.468241154,0.078040192,100,100,100,0,0,0,1,0,0,0,0,0,0,0,114.2857143,100,100,0,0,0,0,0,0,6,600,1,100,-1,512,6,0,0,0,0,0,0,0,0,0,1,DDoS
192.168.100.150-192.168.100.3-60707-80-17,192.168.100.7,60707,192.168.100.31,80,17,04/06/2018 02:09:37 PM,23954999,21,1,0,0,0,0,0,0,0,0,0,0,0,0.918388684,1140714.238,57257.89908,1322720,1084917,22736726,1136836.3,55844.33746,1322720,1084917,0,0,0,0,0,0,0,0,0,168,8,0.876643744,0.04174494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,DDoS
192.168.100.147-192.168.100.7-17074-80-6,192.168.100.25,17074,192.168.100.147,80,6,04/06/2018 05:35:05 PM,25895809,4,1,400,100,100,100,100,0,100,100,100,0,19.30814365,0.193081436,6473952.25,4161238.608,12454058,3404188,13441751,4480583.667,1460393.876,6142961,3404188,0,0,0,0,0,0,0,0,0,80,20,0.154465149,0.038616287,100,100,100,0,0,0,1,0,0,0,0,0,0,0,120,100,100,0,0,0,0,0,0,4,400,1,100,-1,512,4,0,0,0,0,0,9298509.5,4462619.485,12454058,6142961,1,DDoS
192.168.100.147-192.168.100.3-54416-80-6,192.168.100.31,54416,192.168.100.147,80,6,04/06/2018 05:02:58 PM,32252363,3,1,300,100,100,100,100,0,100,100,100,0,12.40219205,0.124021921,10750787.67,7535801.191,17035539,2396433,29855930,14927965,2980559.735,17035539,12820391,0,0,0,0,0,0,0,0,0,60,20,0.09301644,0.03100548,100,100,100,0,0,0,1,0,0,0,0,0,0,0,125,100,100,0,0,0,0,0,0,3,300,1,100,-1,512,3,0,2396433,0,2396433,2396433,14927965,2980559.735,17035539,12820391,1,DDoS
192.168.100.147-192.168.100.7-17074-80-6,192.168.100.147,17074,192.168.100.7,80,6,04/06/2018 05:35:05 PM,25895809,4,1,400,100,100,100,100,0,100,100,100,0,19.30814365,0.193081436,6473952.25,4161238.608,12454058,3404188,13441751,4480583.667,1460393.876,6142961,3404188,0,0,0,0,0,0,0,0,0,80,20,0.154465149,0.038616287,100,100,100,0,0,0,1,0,0,0,0,0,0,0,120,100,100,0,0,0,0,0,0,4,400,1,100,-1,512,4,0,0,0,0,0,9298509.5,4462619.485,12454058,6142961,1,DDoS
192.168.100.147-192.168.100.3-54416-80-6,192.168.100.147,54416,192.168.100.3,80,6,04/06/2018 05:02:58 PM,32252363,3,1,300,100,100,100,100,0,100,100,100,0,12.40219205,0.124021921,10750787.67,7535801.191,17035539,2396433,29855930,14927965,2980559.735,17035539,12820391,0,0,0,0,0,0,0,0,0,60,20,0.09301644,0.03100548,100,100,100,0,0,0,1,0,0,0,0,0,0,0,125,100,100,0,0,0,0,0,0,3,300,1,100,-1,512,3,0,2396433,0,2396433,2396433,14927965,2980559.735,17035539,12820391,1,DDoS
192.168.100.149-192.168.100.3-33820-80-17,192.168.100.8,33820,192.168.100.2,80,17,04/06/2018 02:19:09 PM,35570793,16,1,0,0,0,0,0,0,0,0,0,0,0,0.477920186,2223174.563,1294495.36,5130827,820953,32887862,2192524.133,1333906.878,5130827,820953,0,0,0,0,0,0,0,0,0,128,8,0.449807234,0.028112952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,-1,-1,0,0,6241272,0,6241272,6241272,5130827,0,5130827,5130827,1,DDoS
192.168.100.150-192.168.100.3-51858-80-6,192.168.100.2,51858,192.168.100.8,80,6,04/06/2018 05:12:52 PM,3694637,2,2,100,100,100,0,50,70.71067812,100,0,50,70.71067812,54.13251694,1.082650339,1231545.667,1965101.623,3499077,24632,3499077,3499077,0,3499077,3499077,170928,170928,0,170928,170928,0,0,0,0,40,44,0.541325169,0.541325169,0,100,60,54.77225575,3000,0,1,0,0,0,0,0,0,1,75,50,50,0,0,0,0,0,0,2,100,2,100,-1,29200,1,0,0,0,0,0,0,0,0,0,1,DDoS
192.168.100.150-192.168.100.5-44290-80-17,192.168.100.146,44290,192.168.100.2,80,17,04/06/2018 02:13:17 PM,16429873,4,1,0,0,0,0,0,0,0,0,0,0,0,0.304323716,4107468.25,1194092.999,5887093,3416808,12724450,4241483.333,1425141.004,5887093,3416808,0,0,0,0,0,0,0,0,0,32,8,0.243458973,0.060864743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,3705423,0,3705423,3705423,5887093,0,5887093,5887093,1,DDoS
192.168.100.147-192.168.100.3-14794-80-6,192.168.100.9,14794,192.168.100.16,80,6,04/06/2018 01:34:34 PM,26105790,3,3,100,100,100,0,33.33333333,57.73502692,100,0,33.33333333,57.73502692,7.66113571,0.229834071,5221158,11518221.34,25825412,20462,25963626,12981813,18163591.9,25825412,138214,25995098,12997549,18352372.44,25974636,20462,0,0,0,0,60,68,0.114917036,0.114917036,0,100,42.85714286,53.45224838,2857.142857,0,1,0,0,0,0,0,0,1,50,33.33333333,33.33333333,0,0,0,0,0,0,3,100,3,100,-1,29200,1,0,142164,0,142164,142164,25825412,0,25825412,25825412,1,DDoS
192.168.100.150-192.168.100.7-54035-80-6,192.168.100.25,54035,192.168.100.17,80,6,04/06/2018 01:42:56 PM,51257940,6,1,600,100,100,100,100,0,100,100,100,0,13.65642084,0.136564208,8542990,4046830.2,15739959,4720954,35517981,7103596.2,2220840.945,9747053,4720954,0,0,0,0,0,0,0,0,0,120,20,0.117055036,0.019509173,100,100,100,0,0,0,1,0,0,0,0,0,0,0,114.2857143,100,100,0,0,0,0,0,0,6,600,1,100,-1,512,6,0,0,0,0,0,9307397.2,4011066.639,15739959,5048945,1,DDoS
192.168.100.148-192.168.100.3-40153-80-17,192.168.100.17,40153,192.168.100.25,80,17,04/06/2018 06:05:50 PM,22841520,11,1,0,0,0,0,0,0,0,0,0,0,0,0.525359083,2076501.818,1298740.16,4954821,1337878,21488649,2148864.9,1345414.2,4954821,1337878,0,0,0,0,0,0,0,0,0,88,8,0.481579159,0.043779924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,DDoS
192.168.100.148-192.168.100.5-13827-80-17,192.168.100.8,13827,192.168.100.31,80,17,04/06/2018 06:20:15 PM,44385165,9,1,0,0,0,0,0,0,0,0,0,0,0,0.225300503,4931685,1636052.26,7343884,3111577,40522678,5065334.75,1695677.428,7343884,3111577,0,0,0,0,0,0,0,0,0,72,8,0.202770453,0.02253005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,-1,-1,0,0,5590183.5,1957102.572,6974064,4206303,6541666.5,820839.6858,7343884,5404674,1,DDoS
192.168.100.148-192.168.100.6-57263-80-17,192.168.100.31,57263,192.168.100.8,80,17,04/06/2018 02:06:50 PM,29440181,6,1,0,0,0,0,0,0,0,0,0,0,0,0.237770277,4906696.833,3822183.593,12700590,3252170,26171133,5234226.6,4178132.498,12700590,3252170,0,0,0,0,0,0,0,0,0,48,8,0.203803095,0.033967182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,-1,-1,0,0,16739591,0,16739591,16739591,12700590,0,12700590,12700590,1,DDoS
192.168.100.147-192.168.100.3-10896-80-17,192.168.100.147,10896,192.168.100.2,80,17,04/06/2018 06:12:36 PM,18351906,12,1,0,0,0,0,0,0,0,0,0,0,0,0.708373288,1529325.5,741655.1369,3884187,1303595,17020317,1547301.545,775107.8325,3884187,1303595,0,0,0,0,0,0,0,0,0,96,8,0.653883035,0.054490253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,DDoS
192.168.100.149-192.168.100.3-22067-80-17,192.168.100.2,22067,192.168.100.147,80,17,04/06/2018 06:05:16 PM,16800477,9,1,0,0,0,0,0,0,0,0,0,0,0,0.595221195,1866719.667,561713.0864,3364451,1668075,15119454,1889931.75,595864.2071,3364451,1668075,0,0,0,0,0,0,0,0,0,72,8,0.535699076,0.05952212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,DDoS
192.168.100.149-192.168.100.3-14155-80-17,192.168.100.149,14155,192.168.100.3,80,17,04/06/2018 02:23:58 PM,2643217,3,1,0,0,0,0,0,0,0,0,0,0,0,1.513307458,881072.3333,54325.80321,939390,831899,1703827,851913.5,28304.77734,871928,831899,0,0,0,0,0,0,0,0,0,24,8,1.134980594,0.378326865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,DDoS
192.168.100.149-192.168.100.7-42218-80-17,192.168.100.149,42218,192.168.100.7,80,17,04/06/2018 02:25:45 PM,21963063,5,1,0,0,0,0,0,0,0,0,0,0,0,0.27318594,4392612.6,110745.9393,4548177,4292479,17636341,4409085.25,120598.0768,4548177,4292479,0,0,0,0,0,0,0,0,0,40,8,0.22765495,0.04553099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,DDoS
